Station,Time,Longitude,Latitude,Speed,UU,VV,Bearing,Pressure,Mh,Mhopp
8SA-037,2014-07-15 23:35,121.05796, 14.52791, 33.37,-49.57, 26.88,118.47,100235.88,  1.00000,  1.00000
8SA-038,2014-07-15 23:35,121.05691, 14.52795, 32.22,-49.57, 26.88,118.47,100235.88,  1.00000,  1.00000
8SA-038A,2014-07-15 23:35,121.05651, 14.52883, 31.83,-49.57, 26.88,118.47,100235.88,  1.00000,  1.00000
8SA-038B,2014-07-15 23:35,121.05684, 14.52974, 32.24,-49.57, 26.88,118.47,100235.88,  1.00000,  1.00000
8SA-038C,2014-07-15 23:40,121.05724, 14.53115, 33.97,-48.36, 27.14,119.30,100266.75,  1.00000,  1.00000
8SA-038D,2014-07-15 23:40,121.05728, 14.53258, 32.57,-48.36, 27.14,119.30,100266.75,  1.00000,  1.00000
8SA-038E,2014-07-15 23:35,121.05730, 14.53404, 31.80,-49.14, 25.94,117.83,100282.45,  1.00000,  1.00000
8SA-038F,2014-07-15 23:40,121.05723, 14.53489, 33.03,-48.36, 27.14,119.30,100266.75,  1.00000,  1.00000
8SA-038G,2014-07-15 23:35,121.05726, 14.53520, 31.74,-49.14, 25.94,117.83,100282.45,  1.00000,  1.00000
8SA-039,2014-07-15 23:35,121.05696, 14.53520, 30.35,-49.14, 25.94,117.83,100282.45,  1.00000,  1.00000
8SA-040,2014-07-15 23:35,121.05604, 14.53530, 30.95,-49.14, 25.94,117.83,100282.45,  1.00382,  1.00000
8SA-041,2014-07-15 23:35,121.05504, 14.53541, 30.68,-49.14, 25.94,117.83,100282.45,  1.00000,  1.00000
8SA-042,2014-07-15 23:35,121.05404, 14.53552, 31.46,-49.14, 25.94,117.83,100282.45,  1.00000,  1.00000
8SA-043,2014-07-15 23:35,121.05306, 14.53565, 31.24,-49.14, 25.94,117.83,100282.45,  1.00000,  1.00000
8SA-044,2014-07-15 23:35,121.05160, 14.53579, 30.84,-49.14, 25.94,117.83,100282.45,  1.00000,  1.00000
8SA-045,2014-07-16 01:15,121.05085, 14.53559, 28.30,-35.58, 36.94,136.07,100284.49,  1.00000,  1.00000
8SA-046,2014-07-15 23:35,121.04998, 14.53545, 30.96,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-047,2014-07-15 23:35,121.04886, 14.53547, 27.38,-49.97, 24.92,116.51,100261.63,  1.01233,  1.00000
8SA-048,2014-07-16 01:15,121.04774, 14.53546, 28.73,-36.67, 36.92,135.19,100244.76,  1.00026,  1.00000
8SA-049,2014-07-15 23:40,121.04690, 14.53548, 30.29,-49.27, 26.17,117.98,100243.73,  1.09622,  1.00000
8SA-050,2014-07-16 01:15,121.04691, 14.53644, 31.26,-36.67, 36.92,135.19,100244.76,  1.00043,  1.00000
8SA-051,2014-07-15 23:35,121.04721, 14.53751, 43.27,-49.97, 24.92,116.51,100261.63,  1.06822,  1.00000
8SA-052,2014-07-15 23:35,121.04724, 14.53859, 43.54,-49.97, 24.92,116.51,100261.63,  1.03288,  1.00589
8SA-053,2014-07-15 23:35,121.04720, 14.53973, 45.00,-49.97, 24.92,116.51,100261.63,  1.02055,  1.00000
8SA-054,2014-07-15 23:35,121.04661, 14.53985, 45.22,-49.97, 24.92,116.51,100261.63,  1.01233,  1.00000
8SA-055,2014-07-15 23:35,121.04598, 14.53962, 44.93,-49.97, 24.92,116.51,100261.63,  1.01233,  1.00000
8SA-056,2014-07-15 23:35,121.04531, 14.53944, 44.58,-49.97, 24.92,116.51,100261.63,  1.01233,  1.00000
8SA-057,2014-07-15 23:35,121.04411, 14.53938, 44.70,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-058,2014-07-15 23:40,121.04296, 14.53940, 45.22,-49.27, 26.17,117.98,100243.73,  1.00000,  1.00000
8SA-059,2014-07-15 23:40,121.04184, 14.53940, 45.94,-49.27, 26.17,117.98,100243.73,  1.00000,  1.00000
8SA-060,2014-07-15 23:40,121.04076, 14.53985, 47.26,-49.27, 26.17,117.98,100243.73,  1.00000,  1.00000
8SA-061,2014-07-15 23:40,121.03976, 14.53968, 47.46,-49.27, 26.17,117.98,100243.73,  1.00000,  1.00000
8SA-062,2014-07-15 23:35,121.03948, 14.53910, 43.15,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-063,2014-07-15 23:35,121.03944, 14.53820, 45.69,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-064,2014-07-15 23:30,121.03937, 14.53745, 37.84,-50.43, 23.53,115.01,100283.34,  1.00000,  1.00000
8SA-065,2014-07-15 23:35,121.03874, 14.53687, 41.89,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-066,2014-07-15 23:35,121.03841, 14.53631, 38.97,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-067,2014-07-15 23:35,121.03761, 14.53601, 43.23,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-068,2014-07-15 23:35,121.03669, 14.53593, 43.38,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-069,2014-07-15 23:35,121.03573, 14.53566, 43.37,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-070,2014-07-15 23:40,121.03503, 14.53521, 45.05,-49.27, 26.17,117.98,100243.73,  1.00000,  1.00000
8SA-071,2014-07-15 23:40,121.03447, 14.53446, 44.66,-49.27, 26.17,117.98,100243.73,  1.00000,  1.00000
8SA-072,2014-07-15 23:35,121.03352, 14.53382, 42.96,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-073,2014-07-15 23:40,121.03259, 14.53435, 44.80,-49.27, 26.17,117.98,100243.73,  1.00000,  1.00000
8SA-074,2014-07-15 23:40,121.03168, 14.53436, 46.86,-49.27, 26.17,117.98,100243.73,  1.00000,  1.00000
8SA-075,2014-07-15 23:35,121.03136, 14.53479, 44.04,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-076,2014-07-15 23:35,121.03025, 14.53456, 43.87,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-077,2014-07-15 23:35,121.03007, 14.53424, 43.88,-49.97, 24.92,116.51,100261.63,  1.00000,  1.00000
8SA-078,2014-07-15 23:40,121.02922, 14.53389, 44.13,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-079,2014-07-15 23:35,121.02841, 14.53316, 45.40,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-080,2014-07-15 23:40,121.02775, 14.53293, 44.84,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-081,2014-07-15 23:40,121.02691, 14.53248, 44.60,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-082,2014-07-15 23:40,121.02648, 14.53194, 44.45,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-083,2014-07-15 23:40,121.02572, 14.53208, 45.14,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-084,2014-07-15 23:30,121.02503, 14.53205, 40.53,-51.16, 22.41,113.66,100265.61,  1.00000,  1.00000
8SA-085,2014-07-16 01:20,121.02495, 14.53128, 39.43,-36.72, 37.15,135.33,100231.88,  1.00000,  1.00000
8SA-086,2014-07-15 23:40,121.02430, 14.53100, 32.41,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-087,2014-07-15 23:40,121.02373, 14.53097, 32.15,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-088,2014-07-15 23:35,121.02342, 14.53020, 30.92,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-089,2014-07-15 23:35,121.02287, 14.53005, 30.14,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-090,2014-07-15 23:40,121.02240, 14.53092, 30.97,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-091,2014-07-15 23:35,121.02172, 14.53182, 33.00,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-092,2014-07-15 23:40,121.02120, 14.53279, 31.36,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-093,2014-07-15 23:40,121.02068, 14.53377, 31.21,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-094,2014-07-15 23:40,121.02007, 14.53488, 29.50,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-095,2014-07-15 23:40,121.01955, 14.53584, 29.60,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-096,2014-07-15 23:35,121.01905, 14.53682, 30.19,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-097,2014-07-15 23:35,121.01854, 14.53775, 29.84,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-098,2014-07-15 23:35,121.01807, 14.53855, 30.47,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-099,2014-07-15 23:35,121.01750, 14.53960, 30.10,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-100,2014-07-16 01:00,121.01687, 14.54079, 32.87,-41.16, 35.50,130.78,100121.09,  1.00000,  1.00000
8SA-101,2014-07-16 01:00,121.01652, 14.54143, 35.30,-41.16, 35.50,130.78,100121.09,  1.00000,  1.00000
8SA-102,2014-07-15 23:35,121.01600, 14.54242, 32.75,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-103,2014-07-15 23:35,121.01547, 14.54338, 30.81,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-104,2014-07-15 23:35,121.01492, 14.54440, 29.59,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-105,2014-07-16 01:20,121.01446, 14.54530, 31.27,-36.72, 37.15,135.33,100231.88,  1.00000,  1.00000
8SA-106,2014-07-15 23:40,121.01391, 14.54630, 30.58,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-107,2014-07-16 01:20,121.01354, 14.54697, 30.79,-36.72, 37.15,135.33,100231.88,  1.00000,  1.00000
8SA-108,2014-07-15 23:35,121.01300, 14.54785, 30.67,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-109,2014-07-15 23:40,121.01294, 14.54848, 29.20,-50.15, 25.12,116.61,100221.34,  1.00000,  1.00000
8SA-110,2014-07-15 23:35,121.01245, 14.54939, 29.49,-50.78, 23.83,115.14,100241.54,  1.00000,  1.00000
8SA-111,2014-07-15 23:35,121.01186, 14.55048, 28.30,-50.23, 23.00,114.60,100289.21,  1.00000,  1.00000
8SA-112,2014-07-15 23:35,121.01133, 14.55141, 29.59,-50.23, 23.00,114.60,100289.21,  1.00000,  1.00000
8SA-113,2014-07-15 23:35,121.01085, 14.55231, 28.51,-50.23, 23.00,114.60,100289.21,  1.00000,  1.00000
8SA-114,2014-07-15 23:35,121.01031, 14.55333, 27.05,-50.23, 23.00,114.60,100289.21,  1.00000,  1.00000
8SA-115,2014-07-15 23:40,121.00982, 14.55422, 28.30,-50.44, 23.13,114.63,100249.99,  1.00000,  1.00000
8SA-116,2014-07-15 23:40,121.00928, 14.55521, 29.70,-50.44, 23.13,114.63,100249.99,  1.00000,  1.00000
8SA-117,2014-07-15 23:35,121.00878, 14.55616, 29.92,-50.95, 21.88,113.24,100271.78,  1.00000,  1.00000
8SA-118,2014-07-16 01:00,121.00830, 14.55710, 29.78,-42.76, 33.78,128.31,100122.73,  1.00000,  1.00000
8SA-119,2014-07-16 01:00,121.00771, 14.55819, 29.66,-42.76, 33.78,128.31,100122.73,  1.00000,  1.00000
8SA-120,2014-07-15 23:40,121.00731, 14.55890, 28.69,-50.44, 23.13,114.63,100249.99,  1.00000,  1.00000
8SA-121,2014-07-15 23:35,121.00676, 14.55953, 30.28,-50.95, 21.88,113.24,100271.78,  1.00000,  1.00000
8SA-122,2014-07-15 23:35,121.00620, 14.56056, 27.22,-50.95, 21.88,113.24,100271.78,  1.00000,  1.00000
8SA-123,2014-07-16 01:00,121.00568, 14.56152, 30.20,-42.76, 33.78,128.31,100122.73,  1.00000,  1.00000
8SA-124,2014-07-15 23:40,121.00515, 14.56250, 28.93,-50.44, 23.13,114.63,100249.99,  1.00000,  1.00000
8SA-125,2014-07-15 23:40,121.00464, 14.56345, 28.63,-50.44, 23.13,114.63,100249.99,  1.00000,  1.00000
8SA-126,2014-07-15 23:35,121.00412, 14.56443, 28.87,-50.95, 21.88,113.24,100271.78,  1.00000,  1.00000
8SA-127,2014-07-15 23:40,121.00360, 14.56539, 27.80,-50.44, 23.13,114.63,100249.99,  1.00000,  1.00000
8SA-128,2014-07-15 23:40,121.00323, 14.56643, 27.81,-50.44, 23.13,114.63,100249.99,  1.00000,  1.00000
8SA-129,2014-07-15 23:40,121.00265, 14.56752, 30.04,-50.44, 23.13,114.63,100249.99,  1.00000,  1.00000
8SA-130,2014-07-15 23:40,121.00216, 14.56844, 29.53,-50.44, 23.13,114.63,100249.99,  1.00000,  1.00000
8SA-131,2014-07-15 23:40,121.00157, 14.56951, 30.02,-50.44, 23.13,114.63,100249.99,  1.00000,  1.00000
8SA-132,2014-07-15 23:40,121.00104, 14.57049, 29.17,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-133,2014-07-15 23:40,121.00054, 14.57140, 28.16,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-134,2014-07-15 23:40,120.99999, 14.57242, 28.32,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-135,2014-07-15 23:40,120.99936, 14.57327, 29.10,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-136,2014-07-15 23:35,120.99895, 14.57400, 31.60,-50.34, 21.14,112.78,100318.23,  1.00000,  1.00000
8SA-137,2014-07-16 01:00,120.99856, 14.57477, 35.75,-42.99, 32.46,127.05,100167.28,  1.00000,  1.00000
8SA-138,2014-07-16 01:40,120.99814, 14.57556, 30.09,-34.94, 35.83,135.72,100356.66,  1.00000,  1.00000
8SA-139,2014-07-15 23:40,120.99811, 14.57642, 31.38,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-140,2014-07-15 23:40,120.99829, 14.57766, 30.93,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-141,2014-07-15 23:40,120.99888, 14.57850, 30.79,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-142,2014-07-15 23:40,120.99876, 14.57884, 30.47,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
8SA-143,2014-07-15 23:40,120.99931, 14.58021, 30.63,-49.88, 22.31,114.10,100297.27,  1.00000,  1.00000
SRB-001,2014-07-15 22:30,121.03362, 13.77278, 52.68,-43.49, 50.52,139.28,96570.25,  1.00000,  1.00000
SRB-002,2014-07-15 23:20,121.03338, 13.77333, 56.84, 28.72, 59.61,205.72,97985.04,  1.00000,  1.00000
SRB-003,2014-07-15 21:50,121.03315, 13.77388, 61.19,-70.37,  1.45, 91.18,97792.17,  1.00000,  1.00000
SRB-004,2014-07-15 21:50,121.03308, 13.77471, 61.61,-70.37,  1.45, 91.18,97792.17,  1.00000,  1.00000
SRB-005,2014-07-15 21:50,121.03302, 13.77553, 61.97,-70.37,  1.45, 91.18,97792.17,  1.00000,  1.00000
SRB-007,2014-07-15 21:50,121.03256, 13.77596, 62.15,-70.37,  1.45, 91.18,97792.17,  1.00000,  1.00000
SRB-006,2014-07-15 21:50,121.03300, 13.77597, 63.33,-70.37,  1.45, 91.18,97792.17,  1.00000,  1.00000
SRB-008,2014-07-15 21:50,121.03163, 13.77602, 62.15,-70.37,  1.45, 91.18,97792.17,  1.00000,  1.00000
SRB-009,2014-07-15 22:15,121.03080, 13.77609, 60.70,-61.50, 33.32,118.45,97489.53,  1.00000,  1.00000
SRB-010,2014-07-15 21:20,121.02994, 13.77617, 60.77,-64.22,-27.64, 66.71,98105.42,  1.00000,  1.00000
SRB-011,2014-07-15 21:55,121.02954, 13.77624, 59.92,-70.38,  0.39, 90.32,97791.09,  1.00000,  1.00000
SRB-012,2014-07-15 23:20,121.02911, 13.77636, 57.81, 31.13, 57.47,208.44,97786.84,  1.00000,  1.00000
SRB-013,2014-07-15 23:20,121.02925, 13.77683, 54.59, 31.13, 57.47,208.44,97786.84,  1.00000,  1.00000
SRB-014,2014-07-15 23:20,121.02940, 13.77733, 54.77, 31.13, 57.47,208.44,97786.84,  1.00000,  1.00000
SRB-015,2014-07-15 20:50,121.02962, 13.77802, 54.73,-52.91,-42.31, 51.35,98657.37,  1.00000,  1.00000
SRB-016,2014-07-15 20:30,121.02978, 13.77890, 49.73,-45.09,-47.40, 43.57,98991.11,  1.00000,  1.00000
SRB-017,2014-07-15 21:50,121.03007, 13.77971, 45.54,-70.37,  1.45, 91.18,97792.17,  1.00000,  1.00000
SRB-018,2014-07-15 22:30,121.03034, 13.78056, 45.29,-43.49, 50.52,139.28,96570.25,  1.00000,  1.00000
SRB-019,2014-07-15 21:50,121.03062, 13.78135, 47.27,-70.37,  1.45, 91.18,97792.17,  1.00000,  1.00000
SRB-020,2014-07-15 21:50,121.03099, 13.78217, 45.53,-70.37,  1.45, 91.18,97792.17,  1.00000,  1.00000
SRB-021,2014-07-15 21:50,121.03137, 13.78301, 43.20,-70.37,  1.45, 91.18,97792.17,  1.00000,  1.00000
SRB-022,2014-07-15 21:45,121.03139, 13.78426, 41.56,-70.31, -3.07, 87.50,97793.56,  1.00000,  1.00000
SRB-023,2014-07-15 21:45,121.03304, 13.78737, 59.60,-70.31, -3.07, 87.50,97793.56,  1.00000,  1.00000
SRB-024,2014-07-15 21:45,121.03488, 13.78884, 57.75,-70.31, -3.07, 87.50,97793.56,  1.00000,  1.01111
SRB-025,2014-07-15 21:45,121.03544, 13.79034, 60.01,-70.56, -2.92, 87.63,98048.54,  1.00000,  1.01053
SRB-026,2014-07-15 22:20,121.03627, 13.79243, 57.15,-59.86, 37.47,122.04,97460.77,  1.00000,  1.03000
SRB-027,2014-07-15 21:45,121.03724, 13.79445, 56.28,-70.56, -2.92, 87.63,98048.54,  1.07317,  1.04737
SRB-028,2014-07-15 21:50,121.03947, 13.79624, 57.71,-70.61,  1.26, 91.02,98047.36,  1.15705,  1.00000
SRB-029,2014-07-15 21:45,121.04227, 13.79807, 57.41,-70.56, -2.92, 87.63,98048.54,  1.00000,  1.17052
SRB-030,2014-07-15 21:50,121.04332, 13.80004, 53.17,-70.61,  1.26, 91.02,98047.36,  1.00000,  1.07045
SRB-031,2014-07-15 22:20,121.04366, 13.80188, 55.69,-59.86, 37.47,122.04,97460.77,  1.00288,  1.00712
SRB-032,2014-07-15 21:45,121.04503, 13.80393, 54.76,-70.56, -2.92, 87.63,98048.54,  1.00000,  1.13895
SRB-033,2014-07-15 21:50,121.04788, 13.80546, 57.45,-70.61,  1.26, 91.02,98047.36,  1.06955,  1.00000
SRB-034,2014-07-15 22:20,121.05048, 13.80687, 57.55,-58.08, 42.33,126.09,97579.29,  1.00594,  1.00000
SRB-035,2014-07-15 22:25,121.05202, 13.80930, 58.41,-53.22, 48.35,132.25,97275.93,  1.00183,  1.00000
SRB-036,2014-07-15 22:25,121.05453, 13.81159, 46.82,-56.00, 46.19,129.52,97517.00,  1.00000,  1.01878
SRB-037,2014-07-15 22:25,121.05684, 13.81371, 61.65,-56.00, 46.19,129.52,97517.00,  1.00000,  1.00000
SRB-038,2014-07-15 21:45,121.05935, 13.81591, 60.80,-70.35,  1.75, 91.42,98284.05,  1.00000,  1.00000
SRB-039,2014-07-15 22:25,121.06215, 13.81656, 58.07,-56.00, 46.19,129.52,97517.00,  1.00000,  1.00000
SRB-040,2014-07-15 23:15,121.06397, 13.81690, 53.40, 16.68, 65.99,194.19,97622.84,  1.00000,  1.00000
SRB-041,2014-07-15 22:25,121.06561, 13.81779, 51.64,-56.00, 46.19,129.52,97517.00,  1.00000,  1.00000
SRB-042,2014-07-15 22:30,121.06791, 13.81789, 43.88,-50.52, 51.56,135.58,97175.71,  1.00000,  1.00000
SRB-043,2014-07-15 22:30,121.07119, 13.81883, 65.34,-48.37, 55.89,139.13,97354.72,  1.00733,  1.00000
SRB-044,2014-07-15 22:25,121.07246, 13.81927, 60.42,-53.89, 50.41,133.09,97664.05,  1.00000,  1.00000
SRB-047,2014-07-15 22:30,121.07612, 13.81932, 63.00,-48.37, 55.89,139.13,97354.72,  1.00550,  1.00000
SRB-045,2014-07-15 22:25,121.07391, 13.81946, 54.39,-53.89, 50.41,133.09,97664.05,  1.00042,  1.00000
SRB-046,2014-07-15 22:25,121.07493, 13.81964, 45.07,-53.89, 50.41,133.09,97664.05,  1.00085,  1.00000
BM-001,2014-07-15 22:25,121.07720, 13.82083, 57.38,-53.89, 50.41,133.09,97664.05,  1.00085,  1.00000
BM-002,2014-07-15 21:40,121.07915, 13.82292, 66.91,-70.33,  2.43, 91.98,98285.41,  1.02868,  1.00000
BM-003,2014-07-15 22:25,121.08111, 13.82502, 66.96,-53.89, 50.41,133.09,97664.05,  1.18745,  1.00000
BM-004,2014-07-15 22:30,121.08351, 13.82765, 65.63,-48.37, 55.89,139.13,97354.72,  1.03633,  1.00000
BM-005,2014-07-15 22:30,121.08584, 13.83015, 68.78,-51.60, 53.52,136.05,97571.74,  1.00000,  1.00000
BM-006,2014-07-15 22:35,121.08811, 13.83256, 63.76,-45.40, 58.51,142.19,97267.14,  1.00000,  1.00000
BM-007,2014-07-15 23:05,121.09042, 13.83507, 61.87,  1.37, 70.17,181.12,97505.64,  1.00000,  1.26876
BM-008,2014-07-15 23:05,121.09267, 13.83732, 56.39,  1.37, 70.17,181.12,97505.64,  1.12677,  1.00000
BM-009,2014-07-15 22:35,121.09437, 13.83917, 62.06,-43.18, 62.03,145.16,97471.81,  1.00000,  1.00000
BM-010,2014-07-15 21:30,121.09679, 13.84178, 60.23,-69.78, -0.56, 89.54,98498.25,  1.00000,  1.00000
BM-011,2014-07-15 22:25,121.09902, 13.84412, 65.66,-53.75, 51.57,133.81,98023.65,  1.00000,  1.00000
BM-012,2014-07-15 22:25,121.10131, 13.84658, 68.13,-53.75, 51.57,133.81,98023.65,  1.00026,  1.00000
BM-013,2014-07-15 22:25,121.10349, 13.84889, 67.59,-53.75, 51.57,133.81,98023.65,  1.00000,  1.00000
BM-014,2014-07-15 22:40,121.10562, 13.85108, 67.76,-39.90, 64.11,148.10,97411.97,  1.00000,  1.00000
BM-015,2014-07-15 22:35,121.10766, 13.85322, 69.36,-46.81, 59.60,141.85,97660.81,  1.00848,  1.00000
BM-016,2014-07-15 22:30,121.10935, 13.85498, 67.06,-51.82, 54.57,136.48,97941.66,  1.00165,  1.00000
BM-017,2014-07-15 22:25,121.11149, 13.85729, 61.65,-52.97, 52.00,134.47,98347.18,  1.00012,  1.00000
BM-018,2014-07-15 22:25,121.11410, 13.86003, 47.18,-52.97, 52.00,134.47,98347.18,  1.00000,  1.00047
BM-019,2014-07-15 23:10,121.11599, 13.86202, 57.39, -0.72, 71.43,179.42,97967.87,  1.00000,  1.00987
BM-020,2014-07-15 21:25,121.11741, 13.86355, 61.33,-68.96, -0.02, 89.98,98695.64,  1.00000,  1.00000
BM-021,2014-07-15 21:25,121.11931, 13.86551, 59.86,-68.96, -0.02, 89.98,98695.64,  1.02007,  1.00000
BM-022,2014-07-15 22:40,121.12214, 13.86851, 66.09,-37.76, 66.73,150.50,97634.51,  1.00000,  1.01377
BM-023,2014-07-15 23:10,121.12419, 13.87068, 67.28, -5.88, 71.75,175.32,97948.97,  1.00896,  1.02688
BM-024,2014-07-15 22:40,121.12665, 13.87338, 66.61,-41.69, 64.37,147.07,97792.19,  1.01878,  1.00000
BM-025,2014-07-15 22:40,121.12973, 13.87657, 70.22,-41.69, 64.37,147.07,97792.19,  1.02195,  1.00000
BM-026,2014-07-15 22:40,121.13314, 13.87890, 60.42,-39.42, 66.36,149.29,97993.48,  1.00000,  1.00000
BM-027,2014-07-15 22:45,121.13546, 13.88132, 66.10,-32.86, 69.49,154.69,97837.59,  1.00000,  1.00000
BM-028,2014-07-15 22:40,121.13779, 13.88378, 67.36,-39.42, 66.36,149.29,97993.48,  1.00000,  1.00000
BM-029,2014-07-15 22:45,121.14021, 13.88640, 70.90,-32.86, 69.49,154.69,97837.59,  1.03063,  1.00000
BM-030,2014-07-15 22:40,121.14246, 13.88879, 70.37,-39.42, 66.36,149.29,97993.48,  1.02540,  1.00000
BM-031,2014-07-15 22:45,121.14494, 13.89141, 66.98,-36.93, 67.30,151.24,97964.80,  1.01278,  1.00000
BM-032,2014-07-15 22:25,121.14762, 13.89425, 59.98,-52.60, 49.56,133.30,98784.11,  1.00000,  1.00000
BM-033,2014-07-15 22:35,121.14981, 13.89656, 54.20,-47.21, 59.45,141.55,98350.21,  1.00000,  1.00000
BM-034,2014-07-15 22:45,121.15215, 13.89903, 63.44,-34.82, 68.51,153.06,98168.85,  1.01204,  1.00000
BM-035,2014-07-15 22:40,121.15457, 13.90159, 66.59,-40.28, 65.36,148.36,98317.94,  1.00703,  1.00000
BM-036,2014-07-15 22:45,121.15685, 13.90400, 65.13,-34.82, 68.51,153.06,98168.85,  1.00000,  1.00000
BM-037,2014-07-15 22:40,121.15915, 13.90643, 60.10,-40.28, 65.36,148.36,98317.94,  1.00703,  1.00000
BM-038,2014-07-15 22:45,121.16146, 13.90887, 64.44,-34.82, 68.51,153.06,98168.85,  1.06586,  1.00000
BM-039,2014-07-15 22:45,121.16377, 13.91132, 63.44,-38.20, 66.20,150.01,98288.86,  1.00667,  1.00000
BM-040,2014-07-15 22:45,121.16643, 13.91413, 63.90,-38.20, 66.20,150.01,98288.86,  1.00000,  1.00000
BM-041,2014-07-15 22:45,121.16815, 13.91601, 64.73,-38.20, 66.20,150.01,98288.86,  1.00000,  1.00000
BM-042,2014-07-15 22:45,121.17034, 13.91833, 64.85,-36.03, 67.03,151.74,98467.77,  1.00000,  1.00000
BM-043,2014-07-15 21:05,121.17264, 13.92071, 55.76,-65.74, -1.15, 89.00,99187.36,  1.00000,  1.00000
BM-044,2014-07-15 22:45,121.17485, 13.92318, 63.20,-36.03, 67.03,151.74,98467.77,  1.05884,  1.00000
BM-045,2014-07-15 22:45,121.17683, 13.92597, 63.22,-36.03, 67.03,151.74,98467.77,  1.00000,  1.00000
BM-046,2014-07-15 22:45,121.17884, 13.92884, 66.15,-36.03, 67.03,151.74,98467.77,  1.00000,  1.00000
BM-047,2014-07-15 22:45,121.18085, 13.93164, 52.02,-38.82, 64.72,149.04,98578.26,  1.00000,  1.00000
BM-048,2014-07-15 22:45,121.18289, 13.93455, 66.30,-38.82, 64.72,149.04,98578.26,  1.01873,  1.00000
BM-049,2014-07-15 22:45,121.18463, 13.93702, 55.98,-38.82, 64.72,149.04,98578.26,  1.01376,  1.00000
BM-050,2014-07-15 22:45,121.18617, 13.93916, 49.27,-38.82, 64.72,149.04,98578.26,  1.00312,  1.00000
BM-051,2014-07-15 23:15,121.18770, 13.94134, 62.67,-15.00, 69.30,167.79,98766.72,  1.01457,  1.00000
BM-052,2014-07-15 22:45,121.18921, 13.94350, 62.59,-38.82, 64.72,149.04,98578.26,  1.00000,  1.00000
BM-053,2014-07-15 22:45,121.19040, 13.94624, 63.19,-36.67, 65.30,150.68,98734.04,  1.00000,  1.00000
BM-054,2014-07-15 22:45,121.19144, 13.94874, 64.28,-36.67, 65.30,150.68,98734.04,  1.00000,  1.00000
BM-055,2014-07-15 22:45,121.19263, 13.95180, 61.58,-39.00, 63.05,148.26,98834.35,  1.00000,  1.00000
BM-056,2014-07-15 22:45,121.19359, 13.95428, 60.76,-39.00, 63.05,148.26,98834.35,  1.00000,  1.00000
BM-057,2014-07-15 22:45,121.19465, 13.95680, 61.09,-39.00, 63.05,148.26,98834.35,  1.00000,  1.00000
